from,to,text,time_start,time_end,comment
CPL784,GCW-1,seven eighty four okay,848.45,849.75,
DAL965,GCW-1,delta nine sixty five coming up on the nineteen bridge,852.66,855.58,
GCW-1,DAL965,delta nine sixty five roger,859.16,860.39,
GCW-1,AAL242,american local two four two at taxiway twenty three cross runway one eight left turn right on the outer taxiway cross the runway without delay,862.93,870.96,
AAL242,GCW-1,okay two four two we'll cross one eight left at twenty three and go right on the inner,872.12,879.50,
GCW-1,AAL242,ah right on the ah yeah use the inner taxiway that'll be fine,879.76,882.75,
GCW-1,DAL965,delta nine sixty five give way to a american eagle jetstream be left to right on the inner he's just passing twenty two and then proceed straight ahead on taxiway nineteen,884.46,893.04,
DAL965,GCW-1,delta nine sixty five we'll give way to em,894.81,896.90,
GCW-1,UNK,thank you hustler at the high speed just taxi to the ramp,897.23,900.18,
ASA417,GCW-1,and ground asea four seventeen climbing the nineteen bridge,902.20,904.61,
GCW-1,ASA417,asea four seventeen ah regional ground straight ahead and when you get a chance pull over to the center runup area,904.68,910.50,
ASA417,GCW-1,straight ahead and center runup area asea four seventeen,910.75,913.12,
GCW-1,DAL965,delta nine sixty five there he is you can monitor the tower now one two four point one five you're going to follow that second american m d eighty anyway,913.26,919.18,
DAL965,GCW-1,all right thanks,919.55,920.19,
GCW-1,DAL965,and you didn't have to stop,921.30,922.47,
GCW-1,ASA417,asea four seventeen if you can go ahead and use hotel and eighteen now stay on taxiway eighteen,944.68,949.53,
ASA417,GCW-1,hotel for asea four seventeen,949.95,951.92,
GCW-1,ASA417,and you go ahead and monitor the tower now,952.18,953.81,
ASA417,GCW-1,will do,954.15,954.85,
GCW-1,AAL242,american local two forty two cross the thirty two bridge when you get on the bridge contact ground one three four point zero five thirty four zero five,963.53,975.12,
AAL242,GCW-1,okay two four two ah we'll cross the thirty two bridge and ah contact ground one three four zero five thank you,975.68,982.53,
GCW-1,UNK,information juliet is current on departure atis,1026.99,1028.78,
GCW-1,AAL299,american two ninety nine you up,1054.01,1055.42,
AAL299,GCW-1,american two ninety nine is nineteen bridge,1058.96,1060.88,
GCW-1,AAL299,american two ninety nine ah regional ground straight ahead or hotel and eighteen either one will be fine and you can monitor tower now one two four point one five,1060.97,1068.69,
AAL299,GCW-1,american two ninety nine wilco,1069.08,1070.15,
GCW-1,CPL764,rio seven sixty four regional ground enter ah eighteen bridge contact ground point six five,1158.67,1163.93,
GCW-1,CPL764,and for chaparral seven sixty four when you turn on the inner ah without delay until you get all the way up to eighteen i got a seven four seven just coming across the bridge and i'm going to have him use hotel and eighteen,1171.50,1180.51,
GCW-1,CPL764,thanks,1181.94,1182.33,
GCW-1,DAL199,delta heavy seven six seven at twenty nine regional ground good afternoon outer thirty two bridge contact ground point six five,1182.67,1188.98,
DAL199,GCW-1,okay that was delta ah we've already through passed the outer ah and ah say the rest this is delta one ninety nine heavy,1190.99,1197.27,
GCW-1,DAL199,delta one ninety nine inner ah thirty two bridge contact ground point six five,1197.33,1201.19,
DAL199,GCW-1,okay ah inner ah thirty two bridge ah delta one ninety nine heavy,1201.40,1206.16,
DLH494,GCW-1,regional ground good afternoon lufthansa four ninety four heavy ah nineteen bridge,1222.65,1226.51,
GCW-1,DLH494,lufthansa four ninety four heavy ah regional ground good afternoon turn right at taxiway hotel give way to an american eagle jetstream that'll be ah left to right then on eighteen and then proceed via taxiway eighteen,1227.48,1242.61,
GCW-1,DAL1194,delta eleven ninety four you can proceed straight ahead,1250.44,1253.58,
DAL1194,GCW-1,eleven ninety four wilco,1254.04,1255.13,
DAL545,GCW-1,delta five forty five coming up on the nineteen bridge,1260.80,1263.19,
GCW-1,DAL545,delta five forty five ah regional ground hotel and taxiway eighteen,1263.49,1266.89,
DAL545,GCW-1,hotel eighteen,1267.19,1268.02,
GCW-1,CPL764,chaparral seven sixty four thank you and i'm sure the seven four seven thanks you he didn't have to stop on the bridge contact ground point six five good day,1277.09,1283.66,
CPL764,GCW-1,point six five on the bridge chaparral seven sixty four roger good day,1283.88,1287.20,
GCW-1,DLH494,lufthansa four ninety four heavy you can monitor the tower now one two four point one five,1302.25,1306.15,
DLH494,GCW-1,one two four one five lufthansa four ninety four heavy good bye,1306.49,1308.89,
GCW-1,DLH494,good bye,1309.04,1309.52,
GCW-1,AAL488,delta ah correction i'm sorry american four eighty eight you on,1310.65,1313.53,
AAL488,GCW-1,just now four eighty eight,1313.64,1315.00,
GCW-1,AAL488,follow the delta seven two seven there to runway eighteen left,1315.14,1318.04,
AAL488,GCW-1,follow the delta to eighteen left american four eighty eight,1318.58,1320.89,
GCW-1,ASA365,asea three sixty five ah regional ground straight ahead on ah taxiway nineteen stay on taxiway nineteen and you can monitor the tower now,1344.90,1351.55,
ASA365,GCW-1,straight ahead on nineteen and monitor the tower three sixty five,1351.88,1354.66,
GCW-1,USA1485,u s air fourteen eighty five ah roger you got your clearance,1367.04,1370.38,
USA1485,GCW-1,affirmative,1371.76,1372.50,
GCW-1,USA1485,okay thanks,1372.73,1373.56,
USA1485,GCW-1,does that mean we can push,1377.09,1378.10,
GCW-1,USA1485,yeah ah d f w here we have no control over the push backs ah you do that at your discretion,1378.35,1383.92,
USA1485,GCW-1,oh okay thanks for the info we'll make a note of that for next time,1384.35,1388.11,
GCW-1,USA1485,yeah i know some airports require you to call on that here we don't,1388.35,1391.80,
USA1485,GCW-1,okay thanks a lot,1392.11,1393.10,
UAL895,GCW-1,ground united eight ninety five we're pushing back okay,1424.81,1427.03,
GCW-1,UAL895,at ah say again the ah number ah,1434.30,1436.86,
UAL895,GCW-1,united eight ninety five just letting you know we're pushing back gate four,1437.39,1440.43,
GCW-1,UAL895,united eight ninety five roger,1440.63,1441.69,
GCW-1,MTR824,metro eight twenty four regional ground inner eighteen bridge contact ground point six five,1511.17,1514.82,
EEC1223,GCW-1,ground hustler twelve twenty three is twenty alpha taxi,1602.14,1606.44,
GCW-1,EEC1223,hustler twelve twenty three ah regional ground good afternoon via hotel correction via taxiway nineteen runway eighteen left and your can monitor tower now,1606.56,1614.17,
USA1485,GCW-1,u s air's fourteen eighty five taxi,1617.74,1620.28,
GCW-1,USA1485,u s air fourteen eighty five ah north on the inner cross the eighteen bridge for runway one seven right on the bridge contact ground point six five juliet is on departure atis now,1620.53,1631.58,
USA1485,GCW-1,okay north on the inner the eighteen bridge and ground on twenty one sixty five u s air fourteen eighty five,1633.11,1640.15,
GCW-1,USA1485,yeah the reason they got to send you over there and keep you over there you're ah like number eleven to go right now,1640.47,1645.98,
USA1485,GCW-1,oh thought maybe it was a test to see if we could find our way around the airport,1647.08,1650.44,
GCW-1,USA1485,okay,1650.75,1651.44,
UAL895,GCW-1,ground united eight ninety five taxi,1664.03,1665.69,
GCW-1,UAL895,united eight ninety five ah regional ground taxi to runway one eight left via the outer taxiway and juliet now on departure atis,1666.64,1673.37,
UAL895,GCW-1,picking up the outer eighteen left united eight ninety five,1673.57,1676.55,
GCW-1,UAL895,united eight ninety five you can monitor the tower now one two four point one five good day,1834.88,1838.48,
GCW-1,UNK,got any ah port vehicles on frequency,1858.43,1860.62,
AAL1352,GCW-1,and ground american thirteen fifty two is with you at twenty seven,1932.22,1934.94,
GCW-1,AAL1352,american thirteen fifty two ah regional ground outer thirty two bridge contact ground point six five,1936.89,1942.50,
AAL1352,GCW-1,we'll do that american thirteen fifty two,1942.68,1944.35,
EEC1205,GCW-1,regional ground hustler twelve zero five coming out of hotel hold short of nineteen,1997.92,2001.99,
GCW-1,EEC1205,hustler twelve zero five regional ground taxi runway one eight left and you can monitor the tower now,2002.27,2005.82,
GCW-1,PORT110,okay who's the port vehicle there at twenty three and ah foxtrot,2010.74,2013.36,
GCW-1,PORT110,okay turn around i need you to go back out on twenty three if you can,2016.61,2019.70,
GCW-1,PORT110,yeah ah better yet go down to taxiway ah twenty one and then ah make your left turn and then come up runway eighteen left we had a navajo takeoff and report he might have hit some pigeons somewhere between twenty one and ah twenty seven,2025.08,2039.14,
GCW-1,PORT110,yeah,2042.16,2042.95,
GCW-1,PORT110,ah all right we heard about it they're just telling us about what happened last night,2047.24,2050.94,
EASY41,GCW-1,regional ground easy forty one,2055.36,2057.49,
GCW-1,EASY41,easy forty one ground,2057.56,2058.79,
EASY41,GCW-1,would like to cross eighteen right and left on the north emergency road i'll be eastbound,2059.16,2063.86,
GCW-1,EASY41,easy forty one approved as requested,2064.34,2066.91,
EASY41,GCW-1,copy approved,2067.70,2068.95,
GCW-1,PORT110,port one ten proceed on runway one eight left ah,2075.07,2078.17,
PORT110,GCW-1,okay one eight left is closed correct,2078.53,2080.69,
GCW-1,PORT110,that is correct,2081.00,2082.00,
AAL1414,GCW-1,ground american fourteen fourteen clear of one eight left,2084.82,2086.97,
GCW-1,AAL1414,american fourteen fourteen ground outer thirty two bridge contact ground point six five,2087.03,2091.40,
AAL1414,GCW-1,outer to the thirty two point six five american fourteen fourteen,2091.72,2094.38,
EASY41,GCW-1,easy is clear,2112.29,2113.81,
GCW-1,EASY41,easy forty one thank you,2114.76,2116.25,
GCW-1,PORT110,okay port ah one ten if you don't find em ah past er twenty seven there i guess they're not on the runway clear at the high speed there,2171.51,2179.81,
GCW-1,PORT110,all right and ah guess you didn't find anything did you,2188.91,2191.75,
GCW-1,PORT110,thank you one eight left runway one eight left is open,2194.91,2197.64,
GCW-1,DAL1004,delta ten four regional ground turn right on the outer thirty two bridge contact ground point six five,2234.58,2239.94,
DAL1004,GCW-1,ten oh four wilco,2240.27,2241.20,
GCW-1,PORT102,port one ten cross one eight left at thirty two,2407.90,2409.76,
AAL461,GCW-1,four six one nineteen bridge heading west for ah hangar ramp,3533.37,3536.69,
AAL461,GCW-1,roger we'll hold short of one eight left,3542.26,3543.65,
AAL818,GCW-1,regional ground american eight eighteen local nineteen bridge to the hangar,3583.42,3587.48,
GCW-1,AAL818,eight eighteen local regional ground hold short of runway eighteen right,3590.54,3592.82,
AAL818,GCW-1,hold short of one eight right american eight eighteen local,3593.19,3595.31,
GCW-1,AAL818,one eight left sir,3595.39,3596.14,
AAL818,GCW-1,hold short of one eight left for eight eighteen local,3597.30,3600.00,
GCW-1,AAL461,american local four sixty one cross runway one eight left hold short of runway one eight right,3603.15,3607.01,
AAL461,GCW-1,four sixty one cross the left hold short of the right,3607.62,3609.73,
GCW-1,ASA416,asea four sixteen cross the thirty two bridge contact ground point six five on top good bye,3609.88,3613.80,
ASA416,GCW-1,so long,3614.03,3614.62,
GCW-1,CPL767,chaparral seven sixty seven straight ahead on taxiway eighteen monitor the tower now good day,3618.10,3621.62,
CPL767,GCW-1,good bye,3621.93,3622.48,
GCW-1,CPL767,bye,3622.67,3622.93,
CPL795,GCW-1,ground chaparral seven ninety five eighteen bridge,3664.44,3666.72,
GCW-1,CPL795,chaparral seven ninety five straight ahead on taxiway eighteen and monitor the tower good day,3666.72,3669.78,
CPL795,GCW-1,seven ninety five good day,3669.95,3671.01,
GCW-1,AAL461,american local four sixty one cross runway one eight right taxi to the hangar area good day,3672.69,3677.96,
AAL461,GCW-1,four sixty one roger,3678.64,3679.74,
GCW-1,AAL818,american local eight eighteen cross runway one eight left hold short runway one eight right,3697.09,3700.50,
AAL818,GCW-1,cross one eight left hold short one eight right eight eighteen,3700.72,3703.72,
CPL711,GCW-1,regional ground chaparral seven eleven top of the eighteen bridge,3724.19,3726.89,
GCW-1,CPL711,chaparral seven eleven regional ground straight ahead on nineteen monitor the tower good day,3726.95,3731.71,
CPL711,GCW-1,nineteen and the tower chaparral seven eleven,3732.33,3733.97,
MTR905,GCW-1,metro nine oh five on the nineteen bridge,3738.09,3739.92,
GCW-1,MTR905,metro's nine oh five regional ground straight ahead on taxiway nineteen monitor the tower good day to you,3739.98,3743.73,
MTR905,GCW-1,nine oh five,3743.96,3744.78,
ASA426,GCW-1,asea four twenty six off the right,3745.54,3747.40,
GCW-1,ASA426,asea four sixteen via the outer cross thirty two bridge ground point six five on top good day,3747.47,3751.11,
GCW-1,AAL818,american local eight eighteen cross runway one eight right taxi to the hangar area good day,3760.98,3764.67,
GCW-1,DAL699,delta six ninety nine good afternoon sir via the outer cross the thirty two bridge contact ground point six five on top,3865.69,3871.10,
DAL699,GCW-1,outer and thirty two bridge delta six ninety nine,3871.50,3874.06,
CPL615,GCW-1,chaparral six fifteen nineteen bridge,3897.03,3899.85,
GCW-1,CPL615,chaparral six fifteen regional ground straight ahead on taxiway nineteen and monitor the tower good day,3900.60,3904.38,
CPL615,GCW-1,good day,3904.89,3905.38,
AAL586,FE-1 ,and american five eighty six is with you at ah eleven,4.69,7.80,
FE-1,AAL586 ,calling approach say again,8.96,9.92,
AAL586,FE-1,american five eighty six turning to one three zero and ah and level at eleven,10.16,14.31,
FE-1,AAL586 ,american five eighty six regional approach ah roger expect the i l s three five right,14.70,18.56,
AAL586,FE-1 ,i l s three five right american five eighty six,18.90,21.02,
DAL758,FE-1 ,approach delta seven fifty eight descending through fifteen six for one one thousand hotel,21.26,24.69,
FE-1,AAL565 ,american three sixty five heavy amend your instructions on a two eight zero heading join the runway three one right localizer expect the i l s approach,33.02,39.21,controller apparently misstates aircraft flight id; corrected in next transmission--jjg
FE-1,AAL565 ,correction american five sixty five heavy amend your instructions fly heading two eight zero join the localizer three one right,40.59,46.84,
AAL565,FE-1 ,okay we'll join the localizer for three one right off of ah this heading of two eight zero american five sixty five heavy,47.38,54.15,weak transmission
FE-1,AAL565 ,american five sixty five heavy good rate of descent to five thousand,54.30,56.96,
AAL564,FE-1 ,okay we're out of eleven for five now american five sixty five heavy,58.22,62.25,
FE-1,DAL758 ,delta seven fifty eight i understand that you checked in and now leaving fourteen five for one one thousand information hotel is current depart hamak heading one eight zero for i l s three five right,62.51,70.52,
DAL758,FE-1 ,delta seven fifty eight,70.93,71.96,
FE-1,AAL586 ,american five eighty six descend and maintain six thousand,78.15,80.68,
AAL586,FE-1 ,down to six thousand american five eighty six,81.28,83.36,
FE-1,CAL531 ,continental five thirty one ah regional approach good afternoon depart ports heading two eight zero expect the i l s three five right,90.39,95.87,
FE-1,CAL531 ,continental five thirty one good rate of descent to five thousand,146.29,149.04,
CAL531,FE-1 ,good rate of descent we're out of eleven for five continental five thirty one,150.17,154.20,
FE-1,MTR886 ,metro eight eight six descend and maintain five thousand,161.16,163.54,
FE-1,MTR886 ,metro eight eight six depart ah depart weder heading heading of two zero zero expect the i l s three five right correction three one right,169.33,178.63,
MTR886,FE-1 ,weder two zero zero down to five thousand metro eight eighty six ,179.57,183.32,weak transmission
FE-1,N7SB ,november three seven sierra bravo regional approach roger,189.17,191.70,
FE-1,AAL565 ,american ah five sixty five heavy contact approach one two five point two,194.23,197.74,
AAL565,FE-1 ,twenty five two american five sixty five heavy ,198.26,201.58,weak transmission
FE-1,DAL758 ,delta seven fifty eight reduce speed to two three zero,222.13,224.85,
DAL758,FE-1 ,slowing delta seven fifty eight,225.73,227.12,
AAL230,FE-1 ,and american two thirty ah heavy at eleven out of arena,229.24,232.52,
FE-1,AAL236 ,american two thirty heavy regional approach expect the i l s three five right,232.76,235.44,
AAL230,FE-1 ,i l s three five right,235.91,237.15,
FE-1,MTR886 ,metro eight eighty six contact approach on one two five point two,237.39,240.41,
MTR886,FE-1 ,twenty five two,240.84,242.23,
FE-1,AAL586,american ah five eighty six turn right one seven zero contact approach one one niner point four,260.85,265.20,
AAL586,FE-1 ,one seventy and ah nineteen four see you,265.48,268.03,
FE-1,AAL586 ,good day,268.14,268.76,
FE-1,AAL230 ,american two thirty heavy descend and maintain six thousand,285.30,288.09,
AAL230,FE-1 ,american two thirty heavy down to six,288.54,291.28,
FE-1,DAL758 ,delta seven fifty eight traffic twelve o'clock five miles eastbound out of ninety five hundred climbing to one zero thousand,317.89,322.80,
DAL758,FE-1 ,seven fifty eight looking in sight,322.82,324.81,
FE-1,CAL531 ,continental five thirty one contact approach one one niner point four,327.04,329.74,
CAL531,FE-1 ,nineteen four you have a nice day five thirty one ,329.94,332.74,weak transmission
FE-1,CAL531 ,good day sir,332.89,333.64,
AAL858,FE-1 ,american eight fifty eight eleven thousand,335.12,336.66,
FE-1,AAL1158 ,american eight fifty eight regional approach roger expect the i l s three five right,336.81,340.05,
AAL858,FE-1 ,roger,340.46,340.95,
FE-1,DAL758 ,delta seven fifty eight reduce speed two one zero,343.84,346.09,
FE-1,AAL858 ,american eight fifty eight ah descend and maintain six thousand maintain speed two three zero if able,385.59,390.17,
AAL858,FE-1 ,two hundred and thirty knots and down to six thousand american eight fifty eight,390.75,393.32,
FE-1,N7SB ,november seven sierra bravo descend and maintain four thousand contact approach one two five point two,396.58,400.54,
N7SB,FE-1 ,twenty five two and down to four sierra bravo ,400.93,403.84,weak transmission
FE-1,AAL603 ,ah was that american six oh three checking in,423.00,425.10,
AAL603,FE-1 ,yes sir with hotel ,425.27,426.75,weak transmission
FE-1,AAL603 ,american six zero three regional approach depart ports heading two eight zero join the localizer three one right,427.37,431.55,
FE-1,AAL603 ,american six zero three expect the i l s approach,435.94,437.85,
AAL603,FE-1 ,roger,438.84,439.41,
FE-1,AAL230 ,ah american two thirty heavy turn right heading one seven zero contact approach one one niner point four,447.13,451.37,
AAL230,FE-1 ,nineteen four heading one seventy zero american ah two thirty heavy,452.31,456.43,
FE-1,DAL758 ,delta seven fifty eight reduce speed to one niner zero,457.95,460.50,
DAL758,FE-1 ,slowing delta seven fifty eight ,460.61,461.96,weak transmission
AAL50,FE-1 ,regional approach american fifty is with you one one thousand,470.76,473.55,
FE-1,AAL50 ,american fifty regional approach roger expect the i l s three five right,474.58,477.41,
AAL50,FE-1 ,thank you american fifty,478.33,479.89,
FE-1,AAL603 ,american six zero three descend and maintain five thousand contact approach one two five point two,486.49,490.16,
AAL603,FE-1 ,who was that for ,492.62,493.31,weak transmission
FE-1,AAL603 ,american six zero three descend and maintain five thousand contact approach one two five point two,493.50,498.28,
AAL603,FE-1 ,down to five thousand twenty five two american six zero three ,498.62,501.36,weak transmission
FE-1,AAL858 ,american eight fifty eight turn right heading one five zero,501.66,504.13,
AAL858,FE-1 ,right to one five zero american eight fifty eight,504.51,506.59,
FE-1,DAL758 ,delta seven fifty eight ah descend and maintain eight thousand,507.13,510.60,
DAL758,FE-1 ,delta seven fifty eight eight thousand,511.50,513.06,
FE-1,EX108 ,exec jet one zero eight regional approach roger ah,517.39,519.31,
FE-1,AAL50 ,american fifty descend and maintain six thousand,530.08,532.31,
AAL50,FE-1 ,out of eleven for six american fifty,533.10,535.06,
FE-1,DAL758 ,delta seven fifty eight when able reduce speed to one seven zero,539.21,542.39,
DAL758,FE-1 ,slowing delta seven fifty eight,542.77,544.16,
FE-1,AAL858 ,american eight fifty eight reduce speed to one niner zero,544.71,547.01,
AAL858,FE-1 ,back to one nine zero on the speed american eight fifty eight,547.39,549.71,
FE-1,AAL858 ,american eight fifty eight contact approach one one niner point four,550.35,552.75,
AAL858,FE-1 ,nineteen four so long,553.05,554.03,
DAL660,FE-1 ,delta six sixty with you one one thousand,556.48,558.74,
FE-1,DAL660 ,delta six sixty regional approach expect the i l s three five right,560.19,562.98,
DAL660,FE-1 ,three five right,564.11,565.00,
FE-1,EX108 ,say again one zero eight descend and maintain six thousand,572.05,574.22,
EX108,FE-1 ,on this heading,574.94,575.84,
FE-1,EX108 ,ah fly heading of ah two six zero,576.35,579.84,
FE-1,UNK ,ah the last aircraft to check in say again,582.68,584.38,
FE-1,EX108 ,delta six sixty to whoever wanted to know something about k mart i guess that was executive one oh eight,588.06,592.19,
FE-1,EX108 ,thank you,599.90,600.65,
FE-1,DAL758 ,delta seven fifty eight descend and maintain seven thousand,603.14,605.63,
DAL758,FE-1 ,down to seven thousand delta seven fifty eight,606.20,608.46,
FE-1,AAL50 ,american fifty reduce speed to one niner zero,608.76,611.06,
AAL50,FE-1 ,slowing to one niner zero american fifty,611.27,613.31,
FE-1,DAL660 ,delta six sixty reduce speed to one niner zero then descend and maintain six thousand,613.53,617.14,
DAL660,FE-1 ,one ninety and then to six,617.68,619.21,
N1EG,FE-1 ,regional approach twin cessna one echo golf with you five thousand ,620.43,624.03,weak transmission
FE-1,N1EG ,twin cessna seven two one echo golf regional approach roger,624.24,626.99,
FE-1,AAL858 ,american eight fifty eight approach,638.97,640.46,
AAL1119,FE-1 ,ah american eleven nineteen with you at ah eleven thousand,657.88,660.71,
FE-1,AAL1119 ,american eleven nineteen regional approach roger expect the i l s three five right,663.08,666.70,
AAL1119,FE-1 ,roger,666.85,667.25,
FE-1,DAL758 ,delta seven fifty eight descend and maintain six thousand and ah fly heading one eight zero,677.02,680.81,
DAL758,FE-1 ,one eighty is what we're doing down to six thousand delta seven fifty eight,681.71,685.10,
FE-1,DAL758 ,delta seven fifty eight contact approach one one ah niner point four,685.29,688.20,
DAL758,FE-1 ,nineteen four delta seven fifty eight ,688.99,690.57,weak transmission
FE-1,AAL50 ,american ah fifty turn right heading one seven zero,691.44,694.02,
AAL50,FE-1 ,right one seven zero american fifty,694.78,696.70,
FE-1,DAL660 ,delta six sixty ah maintain a heading of one ah four zero and expect the i l s three one right,726.49,732.79,
DAL660,FE-1 ,okay one four zero and expect three one right now delta six sixty,734.32,737.62,
FE-1,AAL50 ,american fifty contact approach one one niner point four,748.74,751.02,
AAL50,FE-1 ,nineteen four american fifty so long now,751.49,753.89,
FE-1,AAL1119 ,american eleven nineteen descend and maintain six thousand,755.38,757.64,
AAL1119,FE-1 ,six thousand american eleven nineteen,759.09,761.04,
AAL1096,FE-1 ,approach american ten ninety six with you ah steady one thirty on the heading one one thousand,821.37,825.55,
FE-1,AAL1096 ,american ten ninety six regional approach expect the i l s three five right,825.68,828.32,
AAL1096,FE-1 ,thirty five right ten ninety six,828.93,830.44,
FE-1,EX108 ,ah executive jet one zero eight descend and maintain five thousand contact approach on one one eight point,834.72,839.64,
FE-1,DAL660 ,delta six sixty descend and maintain five thousand contact approach one two five point two,848.93,852.74,
DAL660,FE-1 ,two five two down to five delta six sixty,853.12,855.61,
FE-1,MTR828 ,ah metro eight twenty eight regional approach depart ports heading two eight zero join the localizer three one right i l s approach,860.98,866.30,
FE-1,MTR828 ,that's a two eight zero heading off ports to join the localizer,871.07,873.29,
FE-1,AAL1096 ,american ten ninety six descend and maintain six thousand,881.74,884.23,
AAL1096,FE-1 ,eleven for six american ten ninety six,884.70,886.79,
FE-1,AAL1119 ,american eleven nineteen turn right heading one seven zero contact approach one one niner point four,890.24,894.05,
AAL1119,FE-1 ,one seven zero nineteen four american eleven nineteen so long ,894.45,897.07,weak transmission
MTR758,FE-1 ,regional approach metro seven fifty eight six thousand india ,905.12,908.25,weak transmission
FE-1,MTR758 ,metro seven fifty eight regional approach ah depart ah weder heading ah two zero five ah correction depart weder heading of two zero zero expect the i l s three one right,908.31,918.17,
FE-1,N1EG ,twin cessna one echo golf contact approach on ah one two five point two,932.31,935.70,
FE-1,MTR758 ,metro seven fifty eight descend and maintain five thousand,987.42,989.91,
FE-1,MTR828 ,metro eight twenty eight ah descend and maintain five thousand,1004.26,1006.99,
DAL145,FE-1 ,good afternoon approach delta one forty five checking in out of eleven five for one one thousand with hotel,1010.57,1015.99,weak transmission
FE-1,DAL145 ,delta one forty five regional approach depart ports heading two eight zero join the localizer three one right and expect the i l s approach,1016.38,1022.36,
DAL145,FE-1 ,ports heading two eight zero for three one right localizer delta one forty five ,1022.61,1027.03,weak transmission
FE-1,DAL145 ,delta one forty five reduce speed to two one zero,1027.18,1029.43,
DAL145,FE-1 ,slowing to two one zero delta one forty five ,1029.56,1031.94,weak transmission
FE-1,DAL277 ,delta two seventy seven regional approach expect the i l s three five right depart hamak heading one eight zero,1039.54,1043.89,
DAL277,FE-1 ,depart hamak heading one eight zero delta two seventy seven roger,1044.27,1046.81,
FE-1,AAL1096 ,american ten ninety six turn right one seven zero contact approach one one niner point four,1047.02,1050.64,
AAL1096,FE-1 ,one seventy nineteen four american ten ninety six good day ,1050.97,1053.81,weak transmission
FE-1,AAL1096 ,good day,1053.86,1054.28,
DAL386,FE-1 ,delta three eighty six with you at eleven heading one thirty,1055.31,1057.69,
FE-1,DAL386 ,delta three eighty six approach descend and maintain six thousand expect the i l s three five right,1059.02,1062.59,
DAL386,FE-1 ,okay six thousand three five right,1063.20,1065.06,
FE-1,MTR758 ,metro seven fifty eight reduce speed two one zero,1083.98,1085.94,
FE-1,DAL145 ,ah delta one forty five fly heading two seven zero to join the localizer three one right,1092.76,1096.63,
DAL145,FE-1 ,two seven zero delta one forty five,1096.84,1099.07,
FE-1,DAL145 ,delta one forty five when you're at two hundred and ten knots descend and maintain six thousand,1099.30,1102.86,
DAL145,FE-1 ,when we get to two ten down to six delta one forty five ,1103.07,1106.29,weak transmission
FE-1,MTR828 ,metro eight twenty eight descend and maintain four thousand contact approach one two five point two,1106.36,1110.04,
AAL374,FE-1 ,approach american three seventy four is with ah turning right to one three zero,1113.81,1117.77,
FE-1,AAL374 ,american three seventy four regional approach expect the i l s three five right,1121.09,1123.70,
AAL374,FE-1 ,ah roger we'll expect that american three seventy four,1124.27,1126.35,
FE-1,MTR758 ,ah metro ah seven fifty eight fly heading of two zero zero now,1132.73,1136.25,
FE-1,MTR758 ,metro seven fifty eight contact approach one two five point two,1138.14,1140.54,
MTR758,FE-1 ,twenty five two,1140.77,1141.68,
FE-1,DAL145 ,delta one forty five contact approach one two five point two,1154.75,1157.61,
DAL145,FE-1 ,one forty five good day ,1157.72,1160.14,weak transmission
AAL268,FE-1 ,approach american two sixty eight's with you one one thousand with india ,1169.95,1173.29,weak transmission
FE-1,AAL268 ,american two sixty eight regional approach ah roger and depart hamak heading one eight zero expect the i l s three five right,1173.57,1178.73,
AAL268,FE-1 ,okay now make it one eight zero,1181.02,1182.75,
FE-1,AAL960 ,american nine sixty regional approach depart ports heading two eight zero join the localizer three one right i l s approach,1188.35,1193.29,
AAL960,FE-1 ,ports two eighty thirty one right localizer american nine sixty ,1193.59,1196.85,weak transmission
FE-1,DAL386 ,delta three eighty six turn right one seven zero and contact approach one one niner point four,1230.02,1233.58,
DAL386,FE-1 ,nineteen four one seventy on the heading three eighty six good day,1233.75,1236.06,
FE-1,DAL386 ,good day sir,1236.19,1236.97,
FE-1,AAL374 ,american three seventy four descend and maintain six thousand,1237.62,1239.77,
UNK,FE-1 ,eleven point three down for eleven,1239.79,1241.33,
FE-1,AAL374 ,american three seventy four descend and maintain six thousand,1241.52,1243.73,
AAL374,FE-1 ,ah roger down to six thousand american six seventy four,1244.06,1246.67,
FE-1,AAL268 ,was that american two sixty eight checking in,1246.97,1248.76,
NWA935,FE-1 ,northwest nine thirty nine thirty five checking in eleven thousand,1249.24,1251.20,
FE-1,NWA935 ,northwest nine thirty five regional approach depart hamak heading one eight zero expect the i l s three five right advise if you have information india,1251.28,1256.80,
FE-1,NWA935 ,ah depart hamak heading one eight zero for the i l s three five right,1266.31,1269.28,
NWA935,FE-1 ,okay hamak ah one eighty and three five right northwest nine thirty five,1269.60,1272.40,
FE-1,AAL960 ,american nine sixty descend and maintain five thousand,1272.57,1274.73,
AAL546,FE-1 ,regional american five forty six one one thousand heading one three zero,1278.42,1281.30,
FE-1,AAL546 ,american five forty six regional approach ah descend and maintain six thousand expect the i l s three five right,1285.55,1289.97,
AAL546,FE-1 ,roger leaving eleven for six thousand american five forty six,1290.12,1292.58,
FE-1,AAL960 ,american nine sixty contact approach one two five point two,1313.49,1316.20,
FE-1,UAL833 ,united eight thirty three regional approach depart hamak heading one eight zero i l s three five right,1342.18,1345.88,
FE-1,AAL374 ,american three seventy four turn right heading one seven zero contact approach one one niner point four,1349.88,1353.29,
AAL374,FE-1 ,ah roger one one niner point four and right to three ah one seven zero american three seventy four ,1353.84,1359.16,weak transmission
FE-1,DAL277 ,delta two seventy seven traffic o'clock two miles eastbound one zero thousand,1359.40,1362.74,
